elapsed_s,timestamp,gateway_id,cpu_pct,cpu_user,cpu_sys,cpu_iowait,mem_total_mb,mem_used_mb,mem_free_mb,mem_used_pct,load_1,load_5,load_15,net_rx_bytes,net_tx_bytes,net_rx_delta,net_tx_delta,cs_cpu_pct,cs_mem_mb,pf_cpu_pct,pf_mem_mb,rx_total,tx_total,rx_delta,tx_delta,rx_crc_ok,rx_crc_error,rx_crc_none,crc_error_rate_pct,rx_dr0,rx_dr1,rx_dr2,rx_dr3,rx_dr4,rx_dr5
0.0,2026-05-16T19:40:22,0016c001f10c2ef6,,,,,7809,701,7108,9.0,0.45,0.41,0.37,338447642,1604119608,,,1.3,234.2,3.1,2.0,83,43,,,0,0,0,0.0,0,0,0,0,0,0
0.6,2026-05-16T19:40:23,0016c001f10c2ef6,9.5,3.2,6.4,0.0,7809,701,7108,9.0,0.45,0.41,0.37,338450628,1604131351,2986,11743,1.3,234.2,3.1,2.0,83,43,0,0,0,0,0,0.0,0,0,0,0,0,0
1.0,2026-05-16T19:40:23,0016c001f10c2ef6,5.6,1.7,3.9,0.0,7809,701,7108,9.0,0.45,0.41,0.37,338454275,1604157920,3647,26569,1.3,234.2,3.1,2.0,83,43,0,0,0,0,0,0.0,0,0,0,0,0,0
1.5,2026-05-16T19:40:24,0016c001f10c2ef6,7.4,2.9,4.0,0.6,7809,701,7108,9.0,0.41,0.4,0.36,338458106,1604185220,3831,27300,1.3,234.2,3.1,2.0,83,43,0,0,0,0,0,0.0,0,0,0,0,0,0
1.9,2026-05-16T19:40:24,0016c001f10c2ef6,6.3,2.9,3.4,0.0,7809,701,7108,9.0,0.41,0.4,0.36,338461140,1604196897,3034,11677,1.3,234.2,3.1,2.0,83,43,0,0,0,0,0,0.0,0,0,0,0,0,0
2.3,2026-05-16T19:40:24,0016c001f10c2ef6,6.4,2.9,3.5,0.0,7809,702,7107,9.0,0.41,0.4,0.36,338464174,1604208574,3034,11677,1.3,234.2,3.1,2.0,83,43,0,0,0,0,0,0.0,0,0,0,0,0,0
2.8,2026-05-16T19:40:25,0016c001f10c2ef6,5.9,1.8,4.1,0.0,7809,702,7107,9.0,0.41,0.4,0.36,338467208,1604220317,3034,11743,1.3,234.2,3.1,2.0,83,43,0,0,0,0,0,0.0,0,0,0,0,0,0
3.2,2026-05-16T19:40:25,0016c001f10c2ef6,6.5,1.2,5.4,0.0,7809,702,7107,9.0,0.41,0.4,0.36,338471067,1604262509,3859,42192,1.3,234.2,3.1,2.0,83,43,0,0,0,0,0,0.0,0,0,0,0,0,0
3.6,2026-05-16T19:40:26,0016c001f10c2ef6,7.6,2.3,5.2,0.0,7809,703,7106,9.0,0.41,0.4,0.36,338474101,1604274186,3034,11677,1.3,234.2,3.1,2.0,83,43,0,0,0,0,0,0.0,0,0,0,0,0,0
4.1,2026-05-16T19:40:26,0016c001f10c2ef6,7.0,2.3,4.7,0.0,7809,703,7106,9.0,0.41,0.4,0.36,338477207,1604285941,3106,11755,1.3,234.2,3.1,2.0,83,43,0,0,0,0,0,0.0,0,0,0,0,0,0
